course_code,course_title_2024,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_title_2025,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
MATH 55A,Studies in Algebra and Group Theory 001,Auroux,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=992351f7c1fe6620ef2322e1b973d628fdd678600f60ef231c5f89135868f7faa3b507427b64391cdcec1013165a9e26&ReportType=2&regl=en-US,FAS-113627-2248-1-1-001,FAS-113627-2248-1-1-001(Auroux),113627,52,52,4.68,5.0,5.0,0.5839607015973772,4.86,5.0,5.0,0.4499158170416354,20.08,20.0,20.0,6.24,4.52,5.0,5.0,0.74,0.756780487804878,0.9115,0.0,0.3447914407431775,0.0,0.0,0.0,0.0,"Now, to get it out of the way, yes, this class is stupidly difficult. The analogy of drinking water from a firehose is not at all inaccurate and I would not recommend taking it alongside more than one other really difficult course (like physics 16,CS61 from what I've heard for example) – it is possible, but it will likely crush you. One other really difficult course is doable if you're very comfortable with, I have friends that have done it, but they were in a position where those courses were very commensurate with their skill level. Nonetheless, despite the extreme difficulty, I would still recommend this course as strongly as I am capable if you love math. You do NOT have to be a genius with boatloads of competition mathematics experience in order to take this class. The highest level of mathematics I ever did formally in high school was single variable calculus and the basics of complex numbers and some very very elementary proofs, and I was still able to score above average in the course without sacrificing my entire life on its altar. I would however say that it is quite difficult to do well in the class without at least one of the following:– Some experience in high school with more advanced mathematics, especially linear algebra. This is not so much because it will directly come up as something tested in the course, as although we do spend a lot of time on linear algebra it takes a form almost unrecognizable to many of my friends who did linear algebra in high school, but rather because it gives useful intuition as to how to think concretely about very abstract concepts, and a concrete example to reach for when you want to play around with a new idea. – Exposure to and interest in abstract mathematics. This was what I had that I felt helped me the most. This doesn't need to be formal – most of my background came from a nigh–unhealthy amount of mathematics youtube videos watched as well as having worked through the beginnings of several lecture notes covering the beginnings of a couple of the university–level subjects I was interested in. These do not need to be directly related to the course material at all, but rather help get you in the mindset of abstract mathematics – figuring out how to set up a proof, how to see the kinds of patterns and tricks that come up in abstract math, and also just to enjoy the little references to other fields of mathematics that often come up. The course basically assumes being comfortable with this mode of thinking and although you can pick it up along the way, trial by fire and all that, it does help to have it already.With that out of the way, a final couple notes on the difficulty of the course: firstly, although it is indeed incredibly difficult, that difficulty is fairly frontloaded in that it doesn't get too much worse than the first couple problem sets (not that it gets much easier either, but it does mean that if you survive the first couple weeks without completely burning yourself up you can likely survive the rest) and secondly, again despite that difficulty the grading is relatively lenient, and as long as you solve the problems you will likely score quite well. This is especially true of the fact that extensive collaboration is tolerated and actively encouraged by the course – it becomes much much more manageable once you find a good problem set group to work through it with and the scope of what kind of collaboration is permitted is quite broad. A tip on study groups – try and find a group with a roughly comparable skill level to yours in the class, as being in a problem set group with someone much more or less mathematically able than you is generally not very productive for either party. This also helps with another issue that I found to be quite common: impostor syndrome. Since many people taking this course would have been the resident math whiz at their high school but are just another student in this class it can often be easy to feel as if you don't really deserve to be in the class, and having a group of people around you who are going through the same sort of thing and have a similar skill level to you can really help with that. That said, it also helps to have a group of people whose skills complement each other – the joke in my pset group was always that we had the logician (me), the physicist, and the generalist mathematician, and our respective orientations helped a lot with building solutions together; I could often spot slight technicalities that the other two missed, the physicist had very strong concrete intuitions for things and could see angles we couldn't, and the generalist mathematician often had a lot of insights that I was too deep in the weeds to see and that weren't the physicist's style. Now as to the professor. I do not exaggerate when I say Denis Auroux is the BEST professor I have ever had in any academic context. He is a brilliant, lucid lecturer who takes incredibly deep, intricate concepts that I personally would have had to spend many times the number of hours we had to understand otherwise and makes them crystal clear and motivated. He always makes sure to really work through the details of why a result is true while keeping it approachable and comprehensible, which is a terribly difficult balance to strike. He was also eminently available to all of his students – he generally responds to slack questions within minutes (he's so quick that it's become something of a joke amongst classmates) and his office hours are pure gold. He makes a conscious effort in them to make sure every single question is heard and answered throughly and he gives incredibly well thought out hints. One can also very clearly tell how much he cares about his students – he takes the time to get to know each of their idiosyncrasies and work with them. He's also just very approachable and willing to laugh with you. The CAs are also as a whole excellent, giving incredibly useful advice on the problems and having office hours on all but one day of the week.As for the content, it is incredibly deep and interesting (although in order to cover so much it is done at incredibly breakneck pace). The main areas covered are group theory (up to and including the Sylow approach to classification of finite groups), abstract linear algebra (with a stringent focus on doing things rigorously and thoroughly, which makes it look very different to the kind of linear algebra many will have done in high school since we don't do much at all with matrix computations, for example even defining the determinant is the last thing we do in the linear algebra section of the course), and their intersection in the form of representation theory. This is covered in the lectures, but a lot of the growth in the course happens in the problem sets. These are generally 8–12 questions in length and will unless you are really brilliant take you most of the week to solve – finishing a math 55 pset is always a bright moment in the week. The problems are very rarely computational and often force you to be very creative in coming up with a solution. The advantage fo this very heavy problem set workload though is tat generally speaking because they force you to become so intimately familiar with the material in order to solve them you generally have to do very little studying outside of just doing the problem sets.Finally, I just want to issue a final recommendation to please, if you do love math, TAKE THIS COURSE. It will be hard, it will eat up a lot of your time, but you will come out a better mathematician than I daresay any other class at any other university could have made you. I can deal with mathematical problems and concepts now that I could never have even begun to wrap my head around before taking this course, and I am much more confident in my ability to actually contribute to complex math. Furthermore, the content itself is just too beautiful to pass up – you will prove results just in the problem sets that are themselves substantial and will make you wonder at the beauty of math. There are very few other experiences that have made me marvel at the sheer beauty of the thing quite as much as math 55. It has been hands down my favourite course of my first semester and quite possibly my favourite academic experience full stop. If you love math and are willing to really put a lot of time into it and want to beecome a better mathematician, this course will be life–changing. There is nothing else quite like math 55.",0.9996,"Start psets early, and for office hours, don't be afraid to talk to Auroux. Auroux is way more knowledgeable than CAs and he answers questions in a timely manner. Often, just talking to him about a problem for 5 minutes creates a breakthrough for a problem that you have been dealing with for hours.",-0.5106,,0.0,Studies in Algebra and Group Theory,MATH   55A,Denis Auroux,2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,10:15am,Mon Wed Fri,10862,Instructor,0,0,False,True,False,True,False,True,False,"A rigorous introduction to abstract algebra, including group theory and linear algebra.  This course covers the equivalent of Mathematics 25a and Mathematics 122, and prepares students for Mathematics 123 and other advanced courses in number theory and algebra.  (A course in analysis such as Mathematics 25b or 55b is recommended for Spring semester.)","Mathematics 55a is an intensive course for students who are comfortable with abstract mathematics. (Students without this background will gain it and learn the material from Math 55a,b in other courses by continuing into the Mathematics Concentration as sophomores.)  Students can switch between Mathematics 55a and either Mathematics 25a, 23a, 22a, 21a  during the first three weeks without penalty.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 60R,Reading Course for Senior Honors Candidates 001,DeMarco,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6fd55c8c00a76f8382e8ae609619ac7fcc8a628ea3f538bee367b2571f47b883b3601baf7f979fc4d74e7f12e1c4008b&ReportType=2&regl=en-US,FAS-216307-2248-1-1-001,FAS-216307-2248-1-1-001(DeMarco),216307,13,18,4.57,5.0,5.0,0.7297037292405271,4.5,5.0,5.0,0.7697241372886474,15.29,10.0,10.0,8.79,4.33,4.5,5.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,Reading Course for Senior Honors Candidates,MATH   60R,Cliff Taubes,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,13536,No Consent,0,0,False,False,False,False,False,False,False,Mathematics concentrators in their final two undergraduate semesters can take this course to work individually on their senior thesis.,Limited to candidates in Mathematics who obtain the permission of both the faculty member under whom they want to work and the Director of Undergraduate Studies.  May not count for concentration in Mathematics without special permission from the Director of Undergraduate Studies.  Graded sat/ unsat only.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Independent Study,,FAS Satisfactory/Unsatisfactory,,,,Science & Engineering & Applied Science
MATH 101,"Sets, Groups and Geometry 001",DeMarco,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ec0bc779cda9db56447b10a6eff16affe29031d857d2c280072f3cf211706d6c367b79f7c78650f8502f9035d8001cd5&ReportType=2&regl=en-US,FAS-122943-2248-1-1-001,FAS-122943-2248-1-1-001(DeMarco),122943,16,19,4.56,5.0,5.0,0.6072790781740128,4.88,5.0,5.0,0.3365521159236311,10.5,9.0,10.0,5.63,4.44,5.0,5.0,0.73,0.6807272727272727,0.7372,0.9947,0.3352656054262324,0.0,0.0,0.0,0.0,"Incredible class! Demarco is the best you could hope for. The course is a great introduction to pure math for anyone with absolutely no background in it. It assumes no prior knowledge and really builds up your proof–writing abilities from ground zero. Demarco's lecture notes are wonderful, and the other texts in the course basically just provide further detail. The p–sets are pretty difficult, especially at the beginning, but they seem to get easier throughout the semester as you get the hang of things. I would say the level of the problems was pretty perfect, because it felt challenging and interesting but it really was something that we would be able to do. The CA's are really great and offer tons of OH for when you are stuck. The structure of the classes is that the first half or so is lecture, then you spend the next half working in groups on worksheet problems (usually short proofs). It is super valuable practice and a great time to get feedback from CA's. There was even more practice available in the weekly sections. Exams were not as challenging as homeworks and did not feel too rushed for a class period. All of this feedback comes with the caveat that things may be different under a different instructor, and Demarco won't be teaching next year. However, I think this class is generally well–run and a good introduction to the field if you have an interest. Also, if you ever get a chance to take a class with Demarco, take it!!",0.9947,,0.0,,0.0,"Sets, Groups, and Real Analysis",MATH  101,Janet Chen,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Wed Fri,11416,No Consent,0,0,False,False,False,True,False,True,False,"This course is an introduction to abstract mathematical thought and proof techniques, via topics including set theory, group theory, and real analysis.","Problem sessions (optional but highly encouraged) Mondays 12 - 1 pm.  Students who have already taken Mathematics 25a,b or 55a,b should not take this course for credit. Ordinarily, students who have already taken Mathematics 22a,b or 23a,b should not take this course for credit, but they may do so with the instructor’s permission. This course is offered in the Fall and Spring terms.    Anti-Req: Not to be taken in addition to Mathematics 25a,b or 55a,b.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 112,Introductory Real Analysis 001,Weinreich,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=555992f02294fe996d15fbb12ca0775f61d6d9a01538b5f702fc8d7f7090bd03348700c19bcdf9b360129d621fe864ea&ReportType=2&regl=en-US,FAS-109817-2248-1-1-001,FAS-109817-2248-1-1-001(Weinreich),109817,47,58,4.37,5.0,5.0,0.7608474807008885,4.65,5.0,5.0,0.7172554953045355,9.2,8.0,8.0,3.88,4.29,4.0,5.0,0.74,0.7412190476190477,0.8168,0.905,0.2597231576487696,0.0,0.0,0.0,0.0,"Oh boy... Real Analysis. First and foremost, there is no getting around this. This class is hard. Here's the good, the bad, and the ugly: The good: This is a difficult class, which sometimes can be made more difficult due to: idiosyncracies, arbitrary grading, and unnecessary difficulty on assignments. YMMV,  but there wasn't a lot of that under Prof. Max Weinreich. That's not to say the class was perfect. But it also was not horrible.  Max was a great lecturer, but a little monotone sometimes. He was hard to reach outside of class/OH. The midterm was fair and we got a nice curve. The bad: However, some things you should know: Your experience in the class will depend a lot on who the professor is, and how many times you go to office hours a week. Some Psets were easy and doable, others were near impossible unless you went to OH. There were two WONDERFUL CA's, but other CAs were not as good. The first few Psets will be graded as if you were a mathematician, and errors will cost you. Then, they relax the grading. This tends to be due to different reasons, but I like to think is to give you a false sense of improvement. There's arbitrary grading and you should reach out when this happens. The ugly: Some problems were hard enough that CAs even had trouble solving them. If a CA doesn't know how to solve a problem... that will tell you. This is my general guideline: If the Prof is writing their problems, you'll be ok. If they are choosing problems from Rudin, then good luck. This was a WAY better class than last Fall, which under all metrics was a horrible experience for everyone. The final exam was rough. Instead of testing knowledge of a definition or theorem, you need to realize ""the trick"" that each problem requires. This is more on intuition than true knowledge. We were given a review sheet of 10 problems and told to study it intensely. Only 3 problems showed up in the final and one of them was *heavily* modified. It should have been a take–home or something. TLDR: Max is good, other profs may not be. OH is the most valuable resource for Psets. If exams are in person, they will be difficult but hopefully curved. Find friends and build a study group!",0.9931,,0.0,,0.0,Introductory Real Analysis,MATH  112,John Cain,2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,10:15am,Mon Wed,13699,No Consent,0,0,False,True,False,True,False,False,False,"An introduction to mathematical analysis and the theory behind calculus. An emphasis on learning to understand and construct proofs. Covers limits and continuity in metric spaces, uniform convergence and spaces of functions, the Riemann integral.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,"Anti-Req: Not to be taken in addition to Mathematics 23a,b or 25a,b or 55a,b.",,,Science & Engineering & Applied Science
MATH 114,"Analysis of Function Spaces, Measure and Integration 001",Yang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=224a7fe82852e13250ca1de4820c4f3d1745f75896799a8d1467212c6940ed75fd22897901099632e7b4df5bafa16c76&ReportType=2&regl=en-US,FAS-123227-2248-1-1-001,FAS-123227-2248-1-1-001(Yang),123227,76,84,4.57,5.0,5.0,0.6989169110021938,4.84,5.0,5.0,0.3859920970562726,6.99,6.0,6.0,3.06,4.4,5.0,5.0,0.79,0.7564130434782609,0.8891500000000001,0.0,0.3017809592761653,0.0,0.0,0.0,0.0,"Wow this class is so great with Kevin!!!! He is incredible!! An amazing lecturer and helps distill the information down into a much more digestable format. The support was great, TFs were great, assignments were hard but fair, assessments were also fair, but definitely there was the sense that your learning is prioritized over everything else, which definitely took the stress off to some degree. I didn't have much experience taking pure math classes because I was nervous about them being too challenging, but this class definitely made me think really hard about some interesting material and in such a supportive and accessible environment. Having math background is definitely necessary, and analysis and topology background makes it way easier, but I didn't have either and still things turned out fine. I would definitely recommend with enthusiasm ANY class that Kevin teaches, because he was so pivotal in making this class what it was. He was incredibly kind, patient, and thoughtful and made the classroom environment fun and lighthearted!!",0.9971,Ask questions in class! Kevin is lovely. The homeworks are not so hard but not too easy either.,-0.1731,,0.0,"Analysis of Function Spaces, Measure and Integration",MATH  114,Horng-Tzer Yau,2025 Fall,Full Term,2025-09-02,2025-12-03,10:30am,11:45am,Mon Wed,11224,No Consent,0/9999,0,False,True,False,True,False,False,False,"Lebesgue measure and integration; general topology; introduction to L p spaces, Banach and Hilbert spaces, and duality.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 122,Algebra I: Theory of Groups and Vector Spaces 0001,Harris,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=60494d9eb6c66a2bd7674e31137ae4063c0b5c21deb39e88a571f6ae2544c6914d19c1bd6dafae002bcd2baeae4c1ff6&ReportType=2&regl=en-US,FAS-122603-2248-1-1-0001,FAS-122603-2248-1-1-0001(Harris),122603,57,66,4.54,5.0,5.0,0.7023769168568492,4.85,5.0,5.0,0.4519820524272475,8.41,8.0,7.0,3.18,4.45,5.0,5.0,0.74,0.6701730769230769,0.8566499999999999,0.9041,0.4516186112707865,0.0,0.0,0.0,0.0,"Prof. Harris is amazing, and the CAs are all great and super willing to help out in class. It's a great class regardless of whether you plan to study more theoretical math or not.In terms of content, I would say it is pretty manageable especially if you have some background in abstract algebra (i.e. linear algebra or further) and/or proof–writing, though definitely not a necessary pre–req. Homework is weekly, a bit on the longer side (occasionally some rather tedious exercises) but quite straightforward (takes around 10 hours at most, and Harris is super lenient about extensions). The main textbook (D&F) and class content align pretty closely, so it is helpful to look at. The final follows very closely from homework so if you do well on psets/understand how to do the problems then you should be set! My only minor concern throughout is that we get feedback on homework quite late, though homework solutions are posted for reference which is nice. Overall a really good class :)",0.9923,"Fake class unfortunately. Joe is a very illuminating lecturer, but he is hindered by a.) answering every question, even the extremely stupid ones, with 10–15 minute–long tangents, and b.) not knowing what is on the psets and therefore covering topics completely out of sequence, sometimes covering material necessary for homeworks after they are due. These two things combined made me feel that, even though I would often leave with some kernels of useful intuition, attending lecture was on the whole a waste of time, and so I stopped attending after the first 2 or 3 weeks.Another issue I had was that the homeworks, while mostly fine, sometimes contained extremely tedious, useless problems for seemingly no reason (e.g. verify that these theorems hold for this group by checking all 20+ cases), which really gave me the impression that Joe had both not written the homeworks and also had no idea what was on them. By the start of finals, we had gotten back 2 of the 11 homeworks, so there was also no real way to gauge one's performance or level of learning in the class; I also suspect, writing this the day before grades come out, that our final exams were never graded or looked at. I understand that this is kind of just how math classes are at Harvard, but it really did not fill me with confidence about this course.Take if you love self–studying and reading terrible textbooks. Or if you need to take this class as a Math concentrator. Otherwise, don't take.",-0.9627,,0.0,Algebra I: Theory of Groups and Vector Spaces,MATH  122,Vasily Krylov,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Mon Wed,11001,No Consent,0,0,False,True,False,True,False,False,False,"The theory of groups and group actions, rings, ideals and factorization.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 124,Number Theory 001,Kisin,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8bed4d4f25959aaaf858217d9dd8c3de6a4a8687e1f7464300a5ad61a74cace3f77a89d5b9319fb2af0dac2c7599a83a&ReportType=2&regl=en-US,FAS-111533-2248-1-1-001,FAS-111533-2248-1-1-001(Kisin),111533,10,13,3.6,3.5,3.0,1.1191627462193567,4.11,4.0,5.0,0.9988655696858586,10.11,8.0,30.0,8.57,3.38,3.5,4.0,0.74,0.6688857142857143,0.7579,0.4939,0.1887501296120652,0.1428571428571428,0.0,0.0,0.3779644730092272,"It is a really great induction into number theory from lots of viewpoints: from elementary number theory covering things like the prime number theorem to analytic number theory covering things like L functions. Very often, Prof. Kisin. would make references to current work done in the field, providing simplified results and then stating more general results while saying these are still open problems, making the material feel more exciting!",0.9132,,0.0,"If you are taking this course as a math gem, it certainly isn't. I found it to be conceptually harder than 122 and about on par with the standard 123 material. The end of the course with dirichlet characters was particularly challenging especially with low familiarity with complex analysis. Also, group theory is a hard requirement despite what it says on my.harvard. Really should have done 122 before this (55 of course maybe can take at same time). I believe the class would have benefited from 2–3 more psets so we could learn some parts of the material better. I think Kisin is an effective lecturer in general and always seems to know how to explain things well.",0.8232,Number Theory,MATH  124,Sameera Vemulapalli,2025 Fall,Full Term,2025-09-02,2025-12-03,9:00am,10:15am,Tue Thu,13700,No Consent,0,0,False,False,True,False,True,False,False,"Factorization and the primes; congruences; quadratic residues and reciprocity; continued fractions and approximations; Pell's equation; selected Diophantine equations; theory of integral quadratic forms.  Also, selected applications to coding, introduction to elliptic curves and introduction to zeta functions if time permits.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 131,Topological Spaces and Fundamental Group 001,Senger,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a9a9964c2628fce8c2abb1de6ca44fd51b97a8c5912daad63e9c3aa6e5fe71509ee59e5005563de7c29b08681f42baf9&ReportType=2&regl=en-US,FAS-111458-2248-1-1-001,FAS-111458-2248-1-1-001(Senger),111458,26,28,3.2,3.0,3.0,1.3026778945578592,3.38,4.0,5.0,1.3998556924183148,11.21,10.0,10.0,3.44,3.3,3.0,3.0,0.93,0.54658,0.7845,0.0772,0.5227188252643235,0.0,0.0,0.0,0.0,"I would highly recommend any class with Andy. This class was definitely challenging but very enjoyable. Point–set topology could sometimes be tedious, but it felt very general and powerful. It was an incredible feeling to be learning and proving things about it. Algebraic topology became much harder, and I am still very confused about many aspects of it. However, I think Andy did a great job overall, and it’s a fantastic subject. I would enthusiastically recommend this class to anyone—it has been my favorite math class (and I am not a math concentrator, so I think that says a lot).",0.9881,The end of this class is remarkably hard. I found it much harder than Math 123. But the teacher I think was quite poor so this didn't help either.,-0.8488,,0.0,Topological Spaces and Fundamental Group,MATH  131,Michael Hopkins,2025 Fall,Full Term,2025-09-02,2025-12-03,1:30pm,2:45pm,Mon Wed,10633,No Consent,0/9999,0,False,True,False,True,False,False,False,"First, an introduction to abstract topological spaces, their properties (compactness, connectedness, metrizability) and their corresponding continuous functions and mappings.  Then, an introduction to algebraic topology including homotopy theory, fundamental groups and covering spaces.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 136,Differential Geometry 001,Knill,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5ee46d0fef5e16487a4cd505c163924524d74fc8f72a96a43823adce49bb30b3cb8c4f0d561a2a623519519cab726d20&ReportType=2&regl=en-US,FAS-111133-2248-1-1-001,FAS-111133-2248-1-1-001(Knill),111133,32,36,3.81,4.0,3.0,0.9697401918060116,4.28,5.0,5.0,1.0452393278695806,6.4,6.0,4.0,2.74,3.92,4.0,4.0,0.84,0.6813875,0.8744000000000001,0.9897,0.4224165651344653,0.0,0.0,0.0,0.0,"This course is great for students who have come out of the 21a/b sequence and are just generally curious about differential geometry. With that being said, it's not a rigorous introduction to differential geometry. If you want something more rigorous I'd recommend the grad version or the one at MIT. I was expecting it to be a more proof–based so I'm a bit sad about that. We also worked almost exclusively in Euclidean space, which isn't great for me as I'm a physics concentrator who wanted to take this class in preparation for taking General Relativity. Oliver is also super passionate about graph theory and spent a lot of time on that which personally felt irrelevant to me and the course, but the problems on the psets were kinda cool. It's a bit sad because I feel like we didn't get the standard course where we learn from day 1 the definition of tensors, manifolds, etc. Instead we did a lot of calculation and plugging in formulas. It's cool and the course felt a bit on the lighter side but I was wishing I'd get a more rigorous introduction to such a cool topic. I say this with a bit of reservation because Oliver is such a sweet and passionate teacher. He really means well and I think he might've tried too hard to make the class accessible to students of all math backgrounds. I liked the final project component of the course –– allowed me to explore something I'm more interested in. Overall, it was a cool course and I think I would've liked it more if he just stuck to a more traditional teaching method.",0.9897,"Very VERY numerical approach to differential geometry, so if this is with knill don't expect a whole lot of proofs (although there's maybe one on each homework). If it's not I hear it's very different though, so also be weary of just looking at qscores of this year.",-0.3321,,0.0,Differential Geometry,MATH  136,Oliver Knill,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Tue Thu,10786,No Consent,0/9999,0,False,False,True,False,True,False,False,The course is an introduction to Riemannian geometry with the focus (for the most part) being the Riemannian geometry of curves and surfaces in space where the fundamental notions can be visualized.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
MATH 213A,Advanced Complex Analysis 001,Siu,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6c0ae263a3a9bd2bac8966873e7ae5170408a9c6af38f36f63a277352c2d0d3df254668cc7288a8cde3bcc2db229af56&ReportType=2&regl=en-US,FAS-110880-2248-1-1-001,FAS-110880-2248-1-1-001(Siu),110880,5,9,4.4,5.0,5.0,0.8040302522073697,4.4,5.0,5.0,1.2060453783110543,12.2,15.0,15.0,4.66,4.6,5.0,5.0,0.89,0.68765,0.96875,0.9817,0.5710310470251742,0.0,0.0,0.0,0.0,"Professor Siu’s Math 213A was an interesting and beautiful course. As my second exposure to complex analysis, I have come away with it with a much better intuition and understanding of the intuition and ideas of the field, which is testament to Professor Siu’s excellent lecturing and lecture notes – they are geared towards panoramic understanding of the field and how it connects to other fields of mathematics, emphasising that the beauty of analysis lies in the use and creation of its tools (kernels, series/ product expansions, the symmetries of certain special functions considered, and the ideas of growth order and factorisation) and drawing parallels between real and complex analysis whenever relevant to fortify understanding of both. The narrative of the course stuck very closely to the historical development of the field, which made the topics feel very naturally motivated and the flow of ideas much more coherent than I have seen in most other analysis courses. Problem sets were written well and made the material familiar, though a couple of them (with the glaring example being the final exam which took me upwards of 50 hours to finish) were too long in my opinion and could be shortened to around 75% of their current length and still serve their purpose, though the three signature problems of the course on the Bergman kernel, Koebe’s construction of Riemann mappings, and the ‘triangle tessalation’ problem were all very interesting and memorable. With this change implemented though, this definitely has the potential to be one of the best courses I have ever taken.",0.9818,"Very good class on complex analysis. This class is famously extremely hard (back in the day when Siu used to teach it a few years ago), but I got the sense that he really listened to past QGuide feedback and toned down the course by quite a lot. This meant that we covered a lot less than what he intended to teach (so no Gelfond–Schneider, no univalent function theory, etc.) but we got to cover the topics we did in much greater depth (including many cool topics such as Nevanlinna theory, elliptic function theory). One gripe I have is that Siu would often repeat lectures (as in he'd start the next lecture saying the exact same thing he said the previous lecture), but I totally get it and it helps me revise a lot as well.The workload is very lightweight. Siu wants the homeworks to be trivial extensions of the lecture material where we get the chance to get our hands dirty working with the material, and it indeed was exactly what he intended. Each homework took me less than a day and helped me understand class material a lot more (homework problems were strictly either Stein Shakarchi Complex Analysis problems or his own problems extending ideas / proofs from his lecture materials). The final was a slightly longer homework, and this was also very doable. Overall, I really enjoyed this class, and it certainly finds its place as one of the classes that fundamentally shape my mathematics education.",-0.1687,,0.0,Advanced Complex Analysis,MATH  213A,Curtis McMullen,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,1:15pm,Tue Thu,10636,No Consent,0/9999,0,False,False,True,False,True,False,False,"Fundamentals of complex analysis, and further topics such as conformal mapping, hyperbolic geometry, canonical products, elliptic functions and modular forms.Prerequisites: Basic complex analysis, topology of covering spaces, differential forms.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Mathematics,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
