course_code,course_title_2025,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_title_2026,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
GOV 1430,Tech Science to Save the World 001,Sweeney,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6ca600cbfbf2350dffcc6bb4f91a7c53082bf37b8bddded4c8dad2421b7e80544bb09992a11306816f5353d056f4641c&ReportType=2&regl=en-US,FAS-110053-2252-1-1-001,FAS-110053-2252-1-1-001(Sweeney),110053,23,29,4.37,5.0,5.0,0.7446176505727986,4.65,5.0,5.0,0.5930288090108538,4.89,4.0,3.0,2.75,4.58,5.0,5.0,0.69,0.7287777777777777,0.8799,0.4588,0.3154872611444786,0.0,0.0,0.0,0.0,"Take this course! Professor Sweeney is such an engaging speaker and has such great knowledge and experience on the topics we discuss. Our unit projects were a great way to explore the topics deeper, but also allowing us to tie in our own interests. The support for our final projects was great, and I loved the final project fair where we got to see what other peers had found for their research projects.",0.98,,0.0,,0.0,Tech Science to Save the World,GOV 1430,,2026 Spring,Full Term,,,,,,14408,No Consent,,,False,False,False,False,False,False,False,"In this course, we “save the world"" and teach you to do the same using scientific experimentation and writing. During the weeks of the semester, we explore ways to create and use technology to assess and solve real-world societal, political and governance problems. In a hands-on lab format, we jointly tackle three real-world technology-society clashes and provide timely solutions or interventions. As the weeks unfold, we relax the structure, so by the end of the semester, you design and implement your own experiments that have real-world impact. Students in this class have often published papers that have modified practices in big tech companies and inspired legal and regulatory change. This course assumes no computer science or data science background, includes a project fair at the end of the term, and has collaborative interactions with students in a similar course at the Harvard Kennedy School.",,Faculty of Arts & Sciences,,,Government,Lecture,,FAS Letter Graded,,,,Social Sciences
GOV 1719,"Political Communication Breakdown: Causes, Consequences, and Solutions 001",Baum,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c9f5d65415e92242c0258ddce35e4685f2e4c9f0851c333437440a736137e193a0bb5da74359e5ecd704191417d6b31b&ReportType=2&regl=en-US,FAS-224091-2252-1-1-001,FAS-224091-2252-1-1-001(Baum),224091,8,11,4.63,5.0,5.0,0.4868569635635265,4.63,5.0,5.0,0.4868569635635265,3.86,4.0,4.0,1.35,4.63,5.0,5.0,0.52,0.822975,0.82925,0.7609,0.1402978587387087,0.0,0.0,0.0,0.0,"It's a great class and super interesting. A great one to fill your ""American Politics"" requirement for the Gov concentration. The workload is pretty light if you get paired with a good and efficient group for the project.",0.9741,,0.0,,0.0,"Political Communication Breakdown: Causes, Consequences, and Solutions",GOV 1719,Matthew Baum,2026 Spring,Full Term,,,,,,19325,Instructor,,,False,True,False,True,False,False,False,"American democracy is in crisis. Politicians talk past each other, national policymaking is increasingly calcified, and states pursue wildly diverging policies that frequently contradict, or even directly challenge, one another. Traditionally apolitical policies are politicized. People tune in to separate and distinct information streams from which they receive contradictory messages about what constitute the nation’s problems, and how best to fix them. They increasingly don’t like each other and seem unable or unwilling to communicate across partisan or ideological lines. Policy disagreement becomes personal animus. More Americans embrace seemingly outlandish conspiracy theories, while it grows difficult for even attentive citizens to distinguish truth from falsehood. All of this is reflected in everything from our lifestyles and social interactions to our consumer behaviors to our politics and public policy. How did we get here? And, most important, what can we do about it? This course will explore these questions through the lens of political communication. To do so, we will consider political communication from the perspectives of three sets of actors: the public, the media -- including traditional (e.g., TV, newspaper, radio), partisan (e.g., cable TV news and online) and social (e.g., Facebook, Twitter, etc.) media -- and policymakers/politicians. In each case, we will consider why the actors make the choices they make. Specifically, we will assess the strategic incentives of all three groups of actors (citizens, journalists, policymakers) and how those incentives can interact to produce unanticipated, and sometimes undesirable, consequences. As we begin to understand the nature of political communication and the causes of our current political communication breakdown, we will consider its effects on various aspects of American democracy, from social justice issues, to voting and elections, to public policymaking. Finally, we will explore various possible solutions to some of the most vexing communication-related challenges we face, from eroding trust in democratic institutions, to hyper-polarization to misinformation and conspiracy beliefs.",Also offered by HKS as DPI 608.,Faculty of Arts & Sciences,,,Government,Lecture,,FAS Letter Graded,,,,Social Sciences
GOV 1737,Evaluating the Impacts of Public Policies: How to Design and Implement Randomized Controlled Trials 001,Hiscox,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6ea93bb42af926695508090c558106b79bca2fe83bf621939c62f4312592da80952c1ac138f796eb26134ca7bae59b30&ReportType=2&regl=en-US,FAS-218749-2252-1-1-001,FAS-218749-2252-1-1-001(Hiscox),218749,259,326,4.52,5.0,5.0,0.6748111045311852,4.81,5.0,5.0,0.5124707431905383,3.73,3.0,2.0,2.88,4.61,5.0,5.0,0.58,0.7008073170731708,0.8011,0.0,0.301120220501915,0.024390243902439,0.0,0.0,0.156173761888606,"PLEASE TAKE THIS CLASS!! Michael Hiscox is an amazing professor. If you like RCTs and if you like public policy and care about the implications of what RCTS can have on policy, this is the class for you. I know this year was somewhat unprecedented especially since this class is much smaller and there was a huge influx of those who enrolled into the course, so I wonder if Professor will cap this class in the future, but despite that, I still highly encourage you to take this course. I found the weekly section presentations so intersting, especially with the array of presentations that we had that touch all subjects of policy and how RCTs can actually have such an impact on policies that can be made. I will say, from what I've heard, there were definitely some interesting TFs on the team, but Niharika is amazing and absolutely loved her enthuisiam for the subject! Take this class for an amazing professor who is so so passionate about the course material and for fun vibes :)",0.9955,,0.0,"****gem, great addition to a schedule that already has 3 hard classes",0.5719,Evaluating the Impacts of Public Policies: How to Design and Implement Randomized Controlled Trials,GOV 1737,Michael Hiscox,2026 Spring,Full Term,,,,,,14414,No Consent,,,False,False,True,False,True,False,False,"In a randomized controlled trial, a policy intervention or program participation is allocated among study subjects by random assignment, then differences in subsequent outcomes (e.g., health, academic performance, income) are compared across the groups. Such trials have become a favored method for empirical research across the social sciences in recent years and the methodology has also altered the way governments approach development, health, welfare, and education policies. The aim of the course is to provide students with training in how to design and implement randomized controlled trials to evaluate policies and programs. We will discuss working with government and non-government partners, ethics, sampling, the use of online and digital platforms, and the analysis and interpretation of results.",,Faculty of Arts & Sciences,,,Government,Lecture,,FAS Letter Graded,,,,Social Sciences
GOV 2001,Quantitative Social Science Methods I 001,Liu,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7dd3197a77871fb62cfbe09becbe4df81ff57d24af76a48e754307a3e1574237539d212aaae03d327cfaae58d773fca0&ReportType=2&regl=en-US,FAS-124780-2252-1-1-001,FAS-124780-2252-1-1-001(Liu),124780,14,19,4.15,5.0,5.0,1.03840398125336,4.82,5.0,5.0,0.3861229196653691,7.46,6.0,5.0,4.29,4.15,4.0,4.0,0.9,0.561975,0.69575,0.8564,0.3830405059085353,0.0,0.0,0.0,0.0,"Naijia is a very kind and accommodating instructor; you can tell that she really cares about the course and her students! It was a joy to learn from her. The material was difficult especially towards the second half of the class because it became very technical. But I think it was nice that the exams were take home, and it tested the concepts fairly, so I didn't feel too much stress. There were also only 4 psets staggered biweekly which ended up being very well balanced for me, as I was taking 2 other challenging pset classes simultaneously.",0.8564,,0.0,,0.0,Quantitative Social Science Methods I,GOV 2001,Anthony Cunningham,2026 Spring,Full Term,,,,,,14600,No Consent,,,False,True,False,True,False,False,False,"This course provides a rigorous foundation necessary for the rest of the sequence. After reviewing the basic probability theory, we offer a systematic introduction to the linear model and its variants -- the workhorse models for social scientists. We cover the classic linear regression model, least squares estimation and projection, fixed and random effects models, principal components analysis, instrumental variables, flexible regression models, and regularization for high dimensional data. In covering these topics, we  deepen our knowledge of fundamental concepts in statistical inference while also demonstrating how these methods are applied in political science.",Prerequisite: Gov 51 or the equivalent. Gov 2020 is highly recommended before taking Gov2001.,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Letter Graded,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),,,Social Sciences
GOV 2009,Methods of Political Analysis 001,Hall,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=30afd946c66505f777ec74954b8273dff2e5676f01d49547d61169a1a778076f51cea59a2a5bb1f510c5ca9dca1ba641&ReportType=2&regl=en-US,FAS-115860-2252-1-1-001,FAS-115860-2252-1-1-001(Hall),115860,9,12,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.13,5.5,10.0,2.95,5.0,5.0,5.0,0.0,0.77506,0.8481,0.9978,0.2385212632030947,0.0,0.0,0.0,0.0,"This was a phenomenal course, one that is undoubtedly the only of its kind in the department and is likely unique across all political science departments, at least those of which I am aware in the United States. Our knowledge of political science would benefit greatly should such a course be made mandatory for all graduate students. This course covers a vast expanse of interesting and rather rare literature across the social sciences, including the philosophy of social science. The reading list was structured around difficult questions that researchers should yet often do not ask themselves, such as ""what are we trying to do here?"", ""why?"", and ""how might it best be done?"" The second week, which covered Popper, Kuhn, and Lakatos was particularly fascinating and provided a great foundation for thinking about the social scientific research enterprise more broadly. The third (on theory–building) and fourth (causality) weeks were also fantastically interesting and novel to me. After delving into these broad questions (and providing a groundwork for conceptualization and measurement), the course tackles specific methodologies—observational studies, experiments, and many weeks on qualitative methodologies that were very interesting as someone whose training in political science fell nearly exclusively into the quantitative camp. This literature and the discussions surrounding it alone provide, in my opinion, sufficient motivation for taking the course. Yet there are two, perhaps even more beneficial aspects of the course that I will now overview. The first key benefit consists of the number of research skills and advise one picks up throughout the course, primarily from Professor Hall's immense experience and erudition, but also from collective discussions of prominent work with colleagues. These tips concern how to write and frame a paper, which elements to prioritize, how to advance an effective and novel argument, what to focus on in your research, how to discover and expand upon initial ideas, etc. All of these are extremely valuable and almost never packaged so precisely and powerfully as they are in this course.  The second key benefit is the remarkable, almost miraculous quantity and quality of feedback you receive on your work from Professor Hall. There is a good deal of work involved in this course (as there should be in a graduate course at our esteemed institution), and essentially all of it is worth your time. In a fraction of the time you are allotted to complete the assignment, Professor Hall will return penetrating feedback on your work that is often longer (and more insightful) than what you originally submitted. His feedback has helped my research immensely and will have altered the direction of my dissertation research for the better. Feedback from kind and sharp peers was also very helpful throughout the term.In sum, the benefits of this course are manifold and unparalleled. Not to avail yourself of such a course would be sheer folly. I am much obliged to Professor Hall and my colleagues, who provided interesting, learned, fun, critical–but–respectful interlocution, for the most enjoyable and fruitful course of my graduate career.",0.9978,,0.0,,0.0,Methods of Political Analysis,GOV 2009,Peter Hall,2026 Spring,Full Term,,,,,,14635,Instructor,,,False,False,False,True,False,False,False,"Covers the issues and techniques central to designing and researching a good dissertation, whether quantitative or qualitative, including principles of research design, case selection, comparison, measurement, and causal relations, with many practical examples.",,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Letter Graded,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),,,Social Sciences
GOV 2093,Political Theory Field Seminar 001,Rosen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9fcbf4972119709bb139b992e3502b988b93ae247650c201601d73d2626023436eb42567c936fdc59b37c47953117d5c&ReportType=2&regl=en-US,FAS-126347-2252-1-1-001,FAS-126347-2252-1-1-001(Rosen),126347,10,15,4.25,4.5,5.0,0.8333333333333334,4.43,5.0,5.0,0.7282884321503674,6.0,5.0,5.0,3.02,4.13,4.0,4.0,0.83,0.8979,0.8979,0.8979,-1.0,0.0,0.0,0.0,-1.0,"Great course for achieving an orientation to political theory and political philosophy, particularly for political scientists. The course serves as a useful basis for further exploration, engagement, and study.",0.8979,,0.0,,0.0,Political Theory Field Seminar,GOV 2093,Eric Nelson,2026 Spring,Full Term,,,,,,14119,No Consent,,,False,False,False,False,True,False,False,"Designed to acquaint Ph.D. candidates in Government with central topics in Political Theory. Topics are organized under four main headings: Justice and Equality; Democracy, Representation and the State; Identity, Culture and Politics; and Approaches to the Study of Politics.",,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Letter Graded,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),,,Social Sciences
GOV 2093,Political Theory Field Seminar 001,Stanczyk,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b9fd93ac7860f87937e18bf02438c48dbbeadefb2d53c0959e8c76c94af6a4fb6eb30ad4363b090ecba775c31d34d776&ReportType=2&regl=en-US,FAS-126347-2252-1-1-001,FAS-126347-2252-1-1-001(Stanczyk),126347,10,15,4.25,4.5,5.0,0.8333333333333334,4.57,5.0,5.0,0.497569851956243,6.0,5.0,5.0,3.02,4.13,4.0,4.0,0.83,0.8979,0.8979,0.8979,-1.0,0.0,0.0,0.0,-1.0,"Great course for achieving an orientation to political theory and political philosophy, particularly for political scientists. The course serves as a useful basis for further exploration, engagement, and study.",0.8979,,0.0,,0.0,Political Theory Field Seminar,GOV 2093,Eric Nelson,2026 Spring,Full Term,,,,,,14119,No Consent,,,False,False,False,False,True,False,False,"Designed to acquaint Ph.D. candidates in Government with central topics in Political Theory. Topics are organized under four main headings: Justice and Equality; Democracy, Representation and the State; Identity, Culture and Politics; and Approaches to the Study of Politics.",,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Letter Graded,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),,,Social Sciences
GOV 2105,Comparative Politics: Field Seminar 001,Levitsky,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c6d31765750a9f664b70799ac7d3f723e7062b6c7dcbdbaed5a1f6d254fdd124ed31da8776f8f5f58387ad108fee1c9c&ReportType=2&regl=en-US,FAS-110818-2252-1-1-001,FAS-110818-2252-1-1-001(Levitsky),110818,8,18,4.63,5.0,5.0,0.7066865929066855,4.88,5.0,5.0,0.3365521159236311,14.25,13.0,25.0,7.36,4.13,5.0,5.0,1.46,0.72645,0.72645,0.9423,0.3052579974382325,0.0,0.0,0.0,0.0,"This was the best course I have taken so far and will probably be the best throughout my PhD. It had engaging discussions and instructions, classic and contemporary readings, and a great environment for learning and discussion.",0.9423,,0.0,,0.0,Comparative Politics: Field Seminar,GOV 2105,"Steven Levitsky, Torben Iversen",2026 Spring,Full Term,,,,,,15555,No Consent,,,False,False,False,True,False,False,False,"Surveys topics in comparative politics (both the developed and the developing world), including the rise of the modern state; institutions of government; interest mediation; democracy and authoritarianism; revolution; political parties; mass and elite political behavior; political economy.",,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Letter Graded,"For Doctoral Students in Government, Government and Social Policy, and Political Economy and Government.  Other students must petition for the course.",,,Social Sciences
GOV 2105,Comparative Politics: Field Seminar 001,Ziblatt,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7b5ad6057731c6fea137d3da61f698f501cab1db26e2c7443ef4eeba3bd4d62151bd4b10fb3bc00766a0abeb91ed569a&ReportType=2&regl=en-US,FAS-110818-2252-1-1-001,FAS-110818-2252-1-1-001(Ziblatt),110818,8,18,4.63,5.0,5.0,0.7066865929066855,4.86,5.0,5.0,0.348735088019777,14.25,13.0,25.0,7.36,4.13,5.0,5.0,1.46,0.72645,0.72645,0.9423,0.3052579974382325,0.0,0.0,0.0,0.0,"This was the best course I have taken so far and will probably be the best throughout my PhD. It had engaging discussions and instructions, classic and contemporary readings, and a great environment for learning and discussion.",0.9423,,0.0,,0.0,Comparative Politics: Field Seminar,GOV 2105,"Steven Levitsky, Torben Iversen",2026 Spring,Full Term,,,,,,15555,No Consent,,,False,False,False,True,False,False,False,"Surveys topics in comparative politics (both the developed and the developing world), including the rise of the modern state; institutions of government; interest mediation; democracy and authoritarianism; revolution; political parties; mass and elite political behavior; political economy.",,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Letter Graded,"For Doctoral Students in Government, Government and Social Policy, and Political Economy and Government.  Other students must petition for the course.",,,Social Sciences
GOV 2340B,Proseminar on Inequality and Social Policy II 001,Hochschild,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=63a3c57c5094aff9afbc5d3dee6ba039217fd78c4195d955d7f52ddb5460962468aa105f0d0a9fbb6170eeada06f53bd&ReportType=2&regl=en-US,FAS-156458-2252-1-1-001,FAS-156458-2252-1-1-001(Hochschild),156458,6,10,3.0,3.0,3.0,0.6356417261637282,3.0,3.0,3.0,0.6356417261637282,18.0,18.0,26.0,11.31,3.33,3.0,3.0,0.58,-0.4215,-0.4215,-0.4215,-1.0,0.0,0.0,0.0,-1.0,,0.0,"Don’t worry so much about getting into the weeds, the main concepts are what matters.",-0.4215,,0.0,Proseminar on Inequality and Social Policy II,GOV 2340B,"Taeku Lee, Elizabeth Linos",2026 Spring,Full Term,,,,,,14645,Instructor,,,False,True,False,False,False,False,False,Second doctoral seminar in the Inequality and Social Policy three-course sequence. Open to second-year Social Policy PhD students and Inequality & Social Policy PhD fellows.,,Faculty of Arts & Sciences,,,Government,Seminar,,FAS Satisfactory/Unsatisfactory,Course open to Graduate Students Only  (Undergraduates can submit a request to enroll),,,Social Sciences
HLTHPOL 2000B,Core Course in Health Policy 001,Landrum,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=23aee87d2c148b691f1afd47f3641df7c9ee216c5ec615d69d1dcef40708ede540f575aba8c080d85635fa71720dcda4&ReportType=2&regl=en-US,FAS-159614-2252-1-1-001,FAS-159614-2252-1-1-001(Landrum),159614,8,11,3.86,4.0,4.0,0.6415731927193978,3.43,4.0,4.0,1.174260996920569,3.71,3.0,2.0,2.36,3.8,4.0,4.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,Core Course in Health Policy,HLTHPOL 2000B,Meredith Rosenthal,2026 Spring,Full Term,,,,,,12294,Instructor,,,False,False,True,False,True,False,False,"This course provides a foundational, interdisciplinary understanding of health policy for students who will undertake research that advances knowledge and leads to improvements in health. Topics include the determinants of health, insurance coverage, health care delivery, health data, and research methods. Disciplinary perspectives include ethics, political science, economics, statistics, management science, and decision science.",Required of doctoral candidates in Health Policy and open to others by permission of the instructor.,Faculty of Arts & Sciences,,,Health Policy,Seminar,,FAS Letter Graded,,,,Social Sciences
HIST 16M,The Civil War and Reconstruction in History and Memory 01,Jacobs,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=009f09a4bfe61cb51a65bc0c18b6d9b4de27df355c08289f58ebdcbb9a5ee6f39404caaacc8c4407e590de25d51606e4&ReportType=2&regl=en-US,FAS-225915-2252-1-1-01,FAS-225915-2252-1-1-01(Jacobs),225915,8,13,4.5,4.5,4.0,0.502518907629606,4.71,5.0,5.0,0.4560480215720686,5.13,5.0,5.0,1.46,4.38,4.0,4.0,0.52,0.2653666666666667,0.5732,0.5732,0.8449106954781277,0.0,0.0,0.0,0.0,"I really enjoyed my time in this course. The content was really well designed and the flow of material felt natural. Rather than focusing on the details of various wars, I felt like I learned a lot about the history of the question, ""what caused the civil war"". I would encourage anyone remotely interested in the subject to take the class!",0.9132,"Take any course with Professor Jacobs!! It really feels like he's your friend. His goal is always to maximize your learning, and he's open to changing anything about the course if you can show that it would make everyone's experience better. Look somewhere else for in–depth discussion of the actual fighting / battles, but this course will teach you fundamentally why the war was fought. Spoiler alert, the answer isn't just ""slavery.""",-0.6903,,0.0,The Civil War and Reconstruction in History and Memory,HIST  163,Aaron Jacobs,2026 Spring,Full Term,,,,,,19524,Instructor,,,False,True,False,False,False,False,False,"As our moment of deepening political crisis draws speculation regarding “another” civil war, this seminar examines the historical origins and lasting legacies of the “war of the rebellion” and its aftermath. Sparked by an intractable sectional conflict over the place of slavery in American society, the Civil War gave way to the emancipation of four million formerly enslaved people and a set of radical social transformations that constituted the nation’s first “experiment in interracial democracy.” We consider that history from the perspective of historians and ordinary Americans who have, for more than a century, fought over its meaning and memorialization.","This course meets the ""North America"" History Concentration requirement. Former course number ""HIST 16M.""",Faculty of Arts & Sciences,,,History,Seminar,,FAS Letter Graded,,,,Social Sciences
HIST 16N,The Neoliberal Age 01,Coleman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=836894d6987f7ab72ec10ab3f88584ebd9317b9e388bb13f83340c46359335772af5f724d40d3d008453d6ee6e775b76&ReportType=2&regl=en-US,FAS-225966-2252-1-1-01,FAS-225966-2252-1-1-01(Coleman),225966,11,14,4.82,5.0,5.0,0.3861229196653691,4.91,5.0,5.0,0.2876234912646613,6.2,5.5,4.0,3.26,5.0,5.0,5.0,0.0,0.929075,0.94595,0.9692,0.0530081327991954,0.0,0.0,0.0,0.0,"*** This class is AMAZING. Highly recommend to all. Danny is an amazing teacher, one of the best I have had during my time at Harvard. He really engaged the class and encouraged all to speak their mind. Kept all conversations and classes relevant and value–add. Really really really enjoyed this class.",0.9775,,0.0,,0.0,The Neoliberal Age,HIST  185,Daniel Coleman,2026 Spring,Full Term,,,,,,20565,Instructor,,,False,False,False,True,False,False,False,"In this course, we shall explore the origins and the ideas of a neoliberal age. We shall together interrogate multiple definitions of neoliberalism: as an ideology, a political order, and as an era of finance capitalism. Students will encounter scholarship from across disciplines to highlight how historians have imported theoretical tools from the social sciences in this field. The core questions they will consider include: what has been neoliberalism’s relationship to inequality, democracy, race, conservatism, and the penal state? Is neoliberalism inherently socially conservative? Or has it incorporated progressive visions of feminism, gay rights, race, and social libertarianism? Has neoliberalism always been an elite class project fuelled by private finance? Or has it carried a wider popular resonance? How has neoliberalism developed differently in the United States, Europe, Latin America, and Asia? Who were its intellectual architects, and what distinctions should historians make between political leaders like Augusto Pinochet, Ronald Reagan, and Bill Clinton?",,Faculty of Arts & Sciences,,,History,Seminar,,FAS Letter Graded,,,,Social Sciences
HIST 97B,"""What is Intellectual History?"" 01",Blair,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=de19362478db86877d45b7b1f42e75b7c5b10b14a4f56119db0f581ceeca75ebc5b94740c7db553bbc5a37f2b1ee5393&ReportType=2&regl=en-US,FAS-109927-2252-1-1-01,FAS-109927-2252-1-1-01(Blair),109927,12,12,4.83,5.0,5.0,0.3775251680686369,4.82,5.0,5.0,0.3861229196653691,9.83,10.0,10.0,3.43,4.73,5.0,5.0,0.47,0.829875,0.9344,0.916,0.2350645914272439,0.0,0.0,0.0,0.0,"TAKE THIS CLASS! Prof. Blair is one of the best professors you'll get to meet at Harvard. She's super knowledgeable about a variety of topics (even tho she specializes in French intellectual history) and has always been so delightful and willing to help. Saffron is a wonderful tutor and this class is much more fun and approachable because of her. One thing I really appreciated about this class was the amount of feedback you get. First you attend a 4–person peer review session every 3 weeks and get feedback from your classmates and very detailed comments from Saffron. After you submit the draft you get another detailed feedback from Prof. Blair before you actually submit the final version of each essay. The final paper also allows a lot of freedom when you choose the topic because intellectual history is super broad. Really happy that I was able to spend about 2 months on a topic I'm super interested in and eventually craft and polish it with my classmates, Saffron, and Prof. Blair.",0.9949,,0.0,,0.0,"""What is Intellectual History?""",HIST   97B,Ann Blair,2026 Spring,Full Term,,,,,,16093,Instructor,,,False,False,False,True,False,False,False,"Intellectual historians study almost every period, place, and theme in human history: from classical times to the present, from Asia to the Americas, by examining philosophy and religion, social and political thought, literature and art, and other expressions of human agency and intention that range from ancient epics to graphic novels. This section will draw examples from a wide range of moments and regions to ask how intellectual history has developed as a field, what methods it uses, and how it can be distinguished from other forms of history even as it informs debates of interest to all historians.",Required of all History concentrators in the spring term of their sophomore year and open to all secondary field students. This course may not be audited or taken Pass/Fail. It enrolls prior to shopping period through the History concentration. Please contact the ADUS in History if you wish to enroll without being a concentrator in History.,Faculty of Arts & Sciences,,,History,Tutorial,,FAS Letter Graded,,,,Social Sciences
HIST 97S,What is Micro-History? 01,Lewis,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4868eb946c110a82a4887e2f3ba4eee0f398125db81993210d065f5a20b2f61fe618663e243556aedf4952c7208a345d&ReportType=2&regl=en-US,FAS-224398-2252-1-1-01,FAS-224398-2252-1-1-01(Lewis),224398,8,8,4.0,4.0,3.0,0.8717797887081347,4.14,4.0,4.0,0.9885710532241612,6.88,5.5,5.0,3.4,4.25,4.0,4.0,0.71,0.9525333333333332,0.9812,0.9854,0.0533307916061006,0.0,0.0,0.0,0.0,"I loved the micro–history approach of this class. The readings were highly interesting and engaging and the exercises we did in section reinforced our understanding of the material. Niko is also an amazing TF and very helpful and available. However, the work does build up — at one point we had an essay every other week and an entire book. One week was annotated bibliography, a historiographical essay, a primary source essay, a final paper draft. Some of the assignments felt a bit like teaching you the methodical approaches so if you already had background, it can feel a bit pointless. I did love reading all my peers final essays though — they were so amazing and I genuinely loved it.",0.9854,,0.0,,0.0,What is Micro-History?,HIST   97S,Mary Lewis,2026 Spring,Full Term,,,,,,19675,Instructor,,,False,False,False,False,True,False,False,"How much can we learn about the past through the story of a single person, place, or object? In this course, we will learn how to do historical research and make historical arguments by focusing on an approach known as “microhistory.” As the title suggests, it looks at something seemingly small, as if under a microscope, but enlarges it to tell a broader story about histories that are often obscure.",Required of all History concentrators in the spring term of their sophomore year and open to all secondary field students. This course may not be audited or taken Pass/Fail. It enrolls prior to shopping period through the History concentration. Please contact the ADUS in History if you wish to enroll without being a concentrator in History.,Faculty of Arts & Sciences,,,History,Tutorial,,FAS Letter Graded,,,,Social Sciences
